Matthew,1,18,19,20,21,23
Matthew,2,6,11,18
Matthew,3,1,2,3,8,10,11,12,15,16,17
Matthew,4,4,6,7,10,15,16,19,23,24
Matthew,5,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,28,29,32,34,35,37,39,41,42,44,45,48
Matthew,6,1,3,4,5,6,9,10,11,12,13,14,15,19,20,21,22,23,24,26,33,34
Matthew,7,1,2,3,4,5,6,7,8,11,12,13,14,15,16,18,19,21,22,23,24,25,26,27,28,29
Matthew,8,8,9,11,12,17,20
Matthew,9,12,13,16,17,35,36,37,38
Matthew,10,1,8,16,19,20,22,24,27,28,29,30,32,33,34,37,38,39,40,42
Matthew,11,4,5,6,15,18,19,25,26,27,28,29,30
Matthew,12,6,8,11,12,18,19,20,21,25,26,30,31,32,34,35,36,37,40,49,50
Matthew,14,33
Matthew,15,8,9,11,13,14,18,19,20,31,32
Matthew,16,4,6,16,17,18,19,21,23,24,26,27
Matthew,17,2,5,20,22,23
Matthew,18,3,4,5,6,8,9,10,12,13,18,19,20,21,22
Matthew,19,4,5,6,8,9,14,17,21,23,24,26,28,29,30
Matthew,20,18,19,23,25,26,27,28
Matthew,21,5,9,12,13,16,21,22,32,42,43,44,46
Matthew,22,8,9,14,29,30,31,32,37,38,39,40,44,45,46
Matthew,26,11,14,15,23,24,26,27,28,29,31,38,39,41,42,45,46,52,53,54,55,56,63,64,65,66,74,75
Matthew,27,11,14,22,23,24,25,37,39,40,42,43,46,50,51,52,54
Matthew,28,5,6,9,16,17,18,19,20
