John,1,1-2,3 (Q),4,5,9-10,11,12-13,14,16,17,18,23 (FT),26-27,29,32-33 (FTN),51
John,2,14-15,16 (FT),17 (FT),19 (FT),22
John,3,3,5,6,8,11 (Q),12,14-15,16,17,18,19,20-21,29,30,31,34,35,36
John,4,10,13-14,23,24,34,35,36,38
John,5,17 (FT),19,20,21,22-23,24 (Q),25 (Q),26-27,28-29,39-40,44
John,6,11,27,29,32 (Q),33,35,37,38,39,40,44,47 (Q),48 (Q),51,53 (Q),54,57,63
John,7,16,17,18,24,28-29 (FTN),37,38
John,8,7 (FT),12,24,29,31-32,34 (Q),35-36,51 (Q),54,58 (Q)
John,9,4,31,39,41
John,10,7-8,9,10,11 (Q),14-15 (Q2V),16,17,27,28,29,30 (Q),37
John,11,9-10 (FTN),25-26,27,40
John,12,8,13,15,24 (Q),25,26,27-28,31,32,35,36,38,40,44,46,48
John,13,1,3,15,16 (Q),20 (Q),32,34-35
John,14,1,2,3,6,7,10,11,12 (Q),13,14,15 (Q),16-17,21,23,26,27
John,15,1,2,4,5,6,7,8,9,10,12,13,14,15,16,17 (Q),18,19,20,26
John,16,12-13,20 (Q),21,22,23,24,33
John,17,1-2 (FTN),3,11,12,14,15 (Q),17,20-21 (Q2V),23
John,18,36,37
John,19,17,18,19,35,36-37
John,20,21,22,23,29,30-31
John,21,18 (Q),24,25
