not_para	key	1 Corinthians	1	30	It is because of <span class="unique_phrase">him that</span> you are in Christ Jesus, who <span class="unique_phrase">has <span class="unique_chapter">become</span> for us wisdom from</span> God-that is, <span class="unique_phrase">our <span class="unique_chapter">righteousness</span></span>, <span class="unique_phrase"><span class="unique_chapter">holiness</span> and <span class="unique_chapter"><span class="unique_word">redemption</span></span></span>.
not_para	key	1 Corinthians	1	31	<span class="unique_phrase">Therefore</span>, <span class="unique_phrase">as</span> it is <span class="unique_phrase">written</span>: "<span class="unique_phrase"><span class="unique_chapter">Let</span></span> the one who <span class="unique_chapter">boasts</span> boast in the Lord."
not_para	not_key	1 Corinthians	2	1	And so it was with <span class="unique_phrase"><span class="unique_chapter">me</span></span>, <span class="unique_phrase"><span class="unique_chapter">brothers</span></span> and <span class="unique_phrase"><span class="unique_chapter">sisters</span></span>. <span class="unique_phrase"><span class="unique_chapter">When</span></span> I came to you, I <span class="unique_chapter">did</span> not come <span class="unique_phrase">with <span class="unique_chapter">eloquence</span> or human wisdom as I <span class="unique_chapter"><span class="unique_word">proclaimed</span></span> to</span> you the <span class="unique_chapter">testimony</span> about God.
not_para	key	1 Corinthians	2	2	For <span class="unique_phrase">I <span class="unique_chapter"><span class="unique_word">resolved</span></span> to <span class="unique_chapter">know</span> nothing <span class="unique_chapter">while</span> I</span> was with you <span class="unique_phrase">except <span class="unique_chapter">Jesus</span></span> Christ <span class="unique_phrase">and him crucified</span>.
not_para	not_key	1 Corinthians	2	3	I came to you in <span class="unique_phrase"><span class="unique_chapter">weakness</span> with <span class="unique_chapter">great fear</span></span> and <span class="unique_chapter">trembling</span>.
not_para	key	1 Corinthians	2	4	<span class="unique_phrase">My message and my <span class="unique_chapter">preaching were</span></span> not <span class="unique_phrase">with <span class="unique_chapter">wise</span> and <span class="unique_chapter"><span class="unique_word">persuasive</span></span> words</span>, <span class="unique_phrase">but</span> with <span class="unique_phrase">a <span class="unique_chapter"><span class="unique_word">demonstration</span></span> of the <span class="unique_chapter"><span class="unique_word">Spirit's</span></span> power</span>,
not_para	key	1 Corinthians	2	5	so that <span class="unique_chapter">your</span> <span class="unique_phrase"><span class="unique_chapter">faith might</span> not <span class="unique_chapter">rest</span></span> on human wisdom, but on God's power.
para	not_key	1 Corinthians	2	6	We <span class="unique_phrase"><span class="unique_chapter">do</span></span>, <span class="unique_phrase">however</span>, <span class="unique_phrase">speak a</span> message of <span class="unique_phrase">wisdom <span class="unique_chapter">among</span> the <span class="unique_chapter"><span class="unique_word">mature</span></span></span>, <span class="unique_phrase">but</span> not the wisdom of this <span class="unique_phrase">age or</span> of the rulers of this <span class="unique_phrase">age</span>, <span class="unique_phrase">who are <span class="unique_chapter">coming</span></span> to nothing.
not_para	key	1 Corinthians	2	7	<span class="unique_phrase">No</span>, <span class="unique_phrase">we <span class="unique_chapter">declare</span> God's wisdom</span>, <span class="unique_phrase">a <span class="unique_chapter">mystery</span> that has <span class="unique_chapter">been hidden</span> and</span> that <span class="unique_phrase">God <span class="unique_chapter"><span class="unique_word">destined</span></span> for <span class="unique_chapter">our</span> glory <span class="unique_chapter">before time <span class="unique_word">began</span></span></span>.
not_para	not_key	1 Corinthians	2	8	<span class="unique_chapter">None</span> of the rulers of this <span class="unique_phrase">age <span class="unique_chapter">understood</span> it</span>, <span class="unique_phrase">for</span> <span class="unique_chapter">if</span> <span class="unique_phrase">they <span class="unique_chapter">had</span></span>, <span class="unique_phrase">they <span class="unique_chapter">would</span></span> not <span class="unique_phrase">have crucified the Lord of glory</span>.
not_para	key	1 Corinthians	2	9	<span class="unique_phrase">However</span>, <span class="unique_phrase">as</span> it is <span class="unique_phrase"><span class="unique_chapter">written</span></span>: "<span class="unique_phrase">What no <span class="unique_chapter">eye</span> has <span class="unique_chapter">seen</span></span>, <span class="unique_phrase">what no <span class="unique_chapter">ear</span> has <span class="unique_chapter">heard</span></span>, <span class="unique_phrase">and</span> what <span class="unique_phrase">no human mind has <span class="unique_chapter"><span class="unique_word">conceived</span></span></span>"- <span class="unique_phrase">the</span> things God <span class="unique_phrase">has <span class="unique_chapter"><span class="unique_word">prepared</span></span> for</span> <span class="unique_chapter">those</span> <span class="unique_phrase">who <span class="unique_chapter">love</span> him</span>-
not_para	key	1 Corinthians	2	10	<span class="unique_chapter">these</span> are the things God has <span class="unique_phrase"><span class="unique_chapter">revealed</span> to</span> us by <span class="unique_phrase"><span class="unique_chapter">his</span> Spirit</span>. <span class="unique_phrase">The Spirit <span class="unique_chapter"><span class="unique_word">searches</span></span> all things</span>, <span class="unique_phrase"><span class="unique_chapter">even</span> the <span class="unique_chapter">deep</span> things</span> of God.
not_para	key	1 Corinthians	2	11	For <span class="unique_phrase">who knows a <span class="unique_chapter">person's</span> thoughts except <span class="unique_chapter">their own</span> spirit <span class="unique_chapter">within</span> them</span>? <span class="unique_phrase">In</span> the <span class="unique_chapter">same</span> <span class="unique_phrase"><span class="unique_chapter">way</span> no <span class="unique_chapter">one</span> knows the</span> thoughts of <span class="unique_phrase">God except the Spirit</span> of God.
not_para	key	1 Corinthians	2	12	What we have <span class="unique_phrase"><span class="unique_chapter">received</span> is</span> not the spirit of the <span class="unique_phrase"><span class="unique_chapter">world</span></span>, <span class="unique_phrase">but</span> the Spirit who is from <span class="unique_phrase">God</span>, <span class="unique_phrase">so</span> that we <span class="unique_phrase"><span class="unique_chapter">may</span> understand what God has <span class="unique_chapter">freely given</span></span> us.
not_para	not_key	1 Corinthians	2	13	This is what we <span class="unique_phrase">speak</span>, <span class="unique_phrase">not</span> in words <span class="unique_phrase">taught us</span> by human wisdom but in words <span class="unique_phrase">taught by</span> the <span class="unique_phrase">Spirit</span>, <span class="unique_phrase"><span class="unique_chapter"><span class="unique_word">explaining</span> spiritual <span class="unique_word">realities</span></span> with Spirit</span>-<span class="unique_phrase">taught words</span>.
not_para	key	1 Corinthians	2	14	The <span class="unique_phrase">person <span class="unique_chapter">without</span> the Spirit <span class="unique_chapter">does</span> not <span class="unique_chapter"><span class="unique_word">accept</span></span> the</span> things <span class="unique_phrase">that come</span> from the Spirit of God <span class="unique_phrase">but <span class="unique_chapter"><span class="unique_word">considers</span></span> them <span class="unique_chapter">foolishness</span></span>, <span class="unique_phrase">and <span class="unique_chapter">cannot</span> understand them <span class="unique_chapter">because</span></span> they <span class="unique_phrase">are <span class="unique_chapter"><span class="unique_word">discerned</span> only through</span></span> the Spirit.
not_para	not_key	1 Corinthians	2	15	The <span class="unique_phrase">person with</span> the <span class="unique_phrase">Spirit <span class="unique_chapter">makes</span> judgments about all things</span>, <span class="unique_phrase">but <span class="unique_chapter">such</span></span> a <span class="unique_phrase">person is not <span class="unique_chapter">subject</span> to <span class="unique_chapter">merely</span> human judgments</span>,
not_para	not_key	1 Corinthians	2	16	<span class="unique_phrase">for</span>, "<span class="unique_phrase">Who has <span class="unique_chapter">known</span> the</span> mind of the <span class="unique_phrase">Lord so</span> as to <span class="unique_phrase"><span class="unique_chapter">instruct</span> him</span>?" <span class="unique_phrase">But</span> we have the mind of Christ.
para	not_key	1 Corinthians	3	1	<span class="unique_chapter">Brothers</span> and <span class="unique_chapter">sisters</span>, <span class="unique_phrase">I <span class="unique_chapter">could</span> not <span class="unique_chapter"><span class="unique_word">address</span></span> you</span> as people who <span class="unique_chapter">live</span> by the Spirit but as people who are still <span class="unique_phrase">worldly</span>-<span class="unique_phrase">mere <span class="unique_chapter">infants</span> in</span> Christ.
not_para	not_key	1 Corinthians	3	2	<span class="unique_phrase">I <span class="unique_chapter">gave</span> you <span class="unique_chapter">milk</span></span>, <span class="unique_phrase">not <span class="unique_chapter"><span class="unique_word">solid</span> food</span></span>, for you <span class="unique_chapter">were</span> not <span class="unique_phrase">yet ready</span> for <span class="unique_phrase">it</span>. <span class="unique_phrase"><span class="unique_chapter">Indeed</span></span>, <span class="unique_phrase">you</span> are <span class="unique_phrase">still not ready</span>.
not_para	not_key	1 Corinthians	3	3	You are still <span class="unique_phrase">worldly</span>. <span class="unique_phrase">For <span class="unique_chapter">since there</span> is <span class="unique_chapter">jealousy</span> and <span class="unique_chapter"><span class="unique_word">quarreling</span> among</span></span> you, are you <span class="unique_phrase">not worldly</span>? <span class="unique_phrase">Are</span> you <span class="unique_phrase">not <span class="unique_chapter">acting like</span> mere <span class="unique_chapter"><span class="unique_word">humans</span></span></span>?
not_para	not_key	1 Corinthians	3	4	For <span class="unique_phrase"><span class="unique_chapter">when</span> one <span class="unique_chapter">says</span></span>, "I follow <span class="unique_phrase">Paul</span>," <span class="unique_phrase">and</span> <span class="unique_chapter">another</span>, "I follow <span class="unique_phrase">Apollos</span>," <span class="unique_phrase">are</span> you <span class="unique_phrase">not mere human</span> <span class="unique_chapter">beings</span>?
not_para	not_key	1 Corinthians	3	5	<span class="unique_phrase">What</span>, <span class="unique_phrase"><span class="unique_chapter">after</span> all</span>, <span class="unique_phrase">is Apollos</span>? <span class="unique_phrase">And</span> what <span class="unique_phrase">is Paul</span>? <span class="unique_phrase">Only <span class="unique_chapter">servants</span></span>, <span class="unique_phrase">through</span> <span class="unique_chapter">whom</span> <span class="unique_phrase">you <span class="unique_chapter">came</span> to <span class="unique_chapter">believe</span></span>-<span class="unique_phrase">as</span> the Lord has <span class="unique_chapter">assigned</span> to <span class="unique_phrase">each <span class="unique_chapter">his task</span></span>.
not_para	key	1 Corinthians	3	6	<span class="unique_phrase">I <span class="unique_chapter"><span class="unique_word">planted</span></span> the <span class="unique_chapter">seed</span></span>, <span class="unique_phrase">Apollos <span class="unique_chapter"><span class="unique_word">watered</span></span> it</span>, but God has <span class="unique_phrase">been <span class="unique_chapter">making</span> it grow</span>.
not_para	key	1 Corinthians	3	7	<span class="unique_phrase">So <span class="unique_chapter">neither</span></span> the one who <span class="unique_phrase">plants <span class="unique_chapter">nor</span></span> the one who <span class="unique_phrase">waters is</span> <span class="unique_chapter">anything</span>, but <span class="unique_phrase">only God</span>, who <span class="unique_phrase"><span class="unique_chapter">makes</span> things grow</span>.
not_para	not_key	1 Corinthians	3	8	The one who <span class="unique_phrase">plants and</span> the one who <span class="unique_phrase">waters <span class="unique_chapter">have</span> one <span class="unique_chapter">purpose</span></span>, <span class="unique_phrase">and</span> <span class="unique_chapter">they</span> <span class="unique_phrase">will each be <span class="unique_chapter"><span class="unique_word">rewarded</span> according</span> to their <span class="unique_chapter">own labor</span></span>.
not_para	key	1 Corinthians	3	9	For <span class="unique_chapter">we</span> <span class="unique_phrase">are <span class="unique_chapter">co</span></span>-<span class="unique_phrase"><span class="unique_chapter">workers</span> in God's <span class="unique_chapter">service</span></span>; <span class="unique_phrase">you</span> are <span class="unique_phrase">God's <span class="unique_chapter"><span class="unique_word">field</span></span></span>, <span class="unique_phrase">God's building</span>.
not_para	not_key	1 Corinthians	3	10	By the <span class="unique_chapter">grace</span> God has <span class="unique_phrase"><span class="unique_chapter">given me</span></span>, <span class="unique_phrase">I laid a foundation as a wise builder</span>, <span class="unique_phrase">and</span> <span class="unique_chapter">someone else</span> <span class="unique_phrase">is building on</span> it. But each one <span class="unique_phrase">should <span class="unique_chapter">build</span> with <span class="unique_chapter">care</span></span>.
not_para	not_key	1 Corinthians	3	11	For no one <span class="unique_phrase"><span class="unique_chapter">can lay</span> any foundation <span class="unique_chapter">other</span></span> <span class="unique_chapter">than</span> the <span class="unique_phrase">one <span class="unique_chapter">already</span> laid</span>, <span class="unique_phrase"><span class="unique_chapter">which</span> is <span class="unique_chapter">Jesus</span></span> Christ.
not_para	not_key	1 Corinthians	3	12	If <span class="unique_phrase">anyone <span class="unique_chapter">builds</span> on this foundation <span class="unique_chapter"><span class="unique_word">using gold</span></span></span>, <span class="unique_phrase"><span class="unique_chapter"><span class="unique_word">silver</span></span></span>, <span class="unique_phrase"><span class="unique_chapter"><span class="unique_word">costly</span> stones</span></span>, <span class="unique_phrase"><span class="unique_chapter"><span class="unique_word">wood</span></span></span>, <span class="unique_phrase"><span class="unique_chapter"><span class="unique_word">hay</span></span> or <span class="unique_chapter"><span class="unique_word">straw</span></span></span>,
not_para	not_key	1 Corinthians	3	13	<span class="unique_phrase">their work will be <span class="unique_chapter"><span class="unique_word">shown</span></span> for</span> what it is, <span class="unique_phrase"><span class="unique_chapter">because</span> the <span class="unique_chapter">Day</span> will <span class="unique_chapter">bring</span> it</span> to <span class="unique_phrase"><span class="unique_chapter">light</span></span>. <span class="unique_phrase">It</span> will be <span class="unique_phrase"><span class="unique_chapter">revealed</span> with fire</span>, <span class="unique_phrase">and the fire will <span class="unique_chapter">test</span> the <span class="unique_chapter"><span class="unique_word">quality</span></span> of each <span class="unique_chapter">person's</span> work</span>.
not_para	not_key	1 Corinthians	3	14	If <span class="unique_phrase">what has been <span class="unique_chapter">built <span class="unique_word">survives</span></span></span>, <span class="unique_phrase">the</span> builder will <span class="unique_chapter">receive</span> a <span class="unique_chapter">reward</span>.
not_para	not_key	1 Corinthians	3	15	If it <span class="unique_phrase">is <span class="unique_chapter"><span class="unique_word">burned</span> up</span></span>, the builder <span class="unique_phrase">will <span class="unique_chapter">suffer <span class="unique_word">loss</span></span> but yet will</span> be <span class="unique_phrase"><span class="unique_chapter">saved</span></span>-<span class="unique_phrase"><span class="unique_chapter">even though</span> only as one <span class="unique_chapter"><span class="unique_word">escaping</span></span> through the <span class="unique_chapter"><span class="unique_word">flames</span></span></span>.
not_para	key	1 Corinthians	3	16	<span class="unique_chapter">Don't</span> you <span class="unique_chapter">know</span> that you yourselves are God's temple and <span class="unique_phrase">that God's Spirit <span class="unique_chapter"><span class="unique_word">dwells</span></span> in <span class="unique_chapter">your midst</span></span>?
not_para	key	1 Corinthians	3	17	If <span class="unique_phrase">anyone <span class="unique_chapter"><span class="unique_word">destroys</span></span> God's temple</span>, <span class="unique_phrase">God</span> will <span class="unique_phrase"><span class="unique_chapter">destroy</span> that <span class="unique_chapter">person</span></span>; <span class="unique_phrase">for God's temple is <span class="unique_chapter"><span class="unique_word">sacred</span></span></span>, <span class="unique_phrase">and you <span class="unique_chapter">together</span> are that temple</span>.
not_para	key	1 Corinthians	3	18	<span class="unique_chapter">Do</span> <span class="unique_phrase">not <span class="unique_chapter"><span class="unique_word">deceive</span></span> yourselves</span>. <span class="unique_phrase">If</span> any of you <span class="unique_chapter">think</span> you <span class="unique_phrase">are wise</span> by the <span class="unique_chapter">standards</span> of this <span class="unique_phrase"><span class="unique_chapter">age</span></span>, <span class="unique_phrase">you should become</span> "<span class="unique_phrase"><span class="unique_chapter">fools</span></span>" <span class="unique_phrase">so</span> that you <span class="unique_phrase"><span class="unique_chapter">may</span> become wise</span>.
not_para	not_key	1 Corinthians	3	19	For the <span class="unique_chapter">wisdom</span> of this <span class="unique_phrase">world is <span class="unique_chapter">foolishness</span> in God's <span class="unique_chapter">sight</span></span>. <span class="unique_phrase">As</span> it is <span class="unique_phrase"><span class="unique_chapter">written</span></span>: "<span class="unique_phrase"><span class="unique_chapter">He <span class="unique_word">catches</span></span> the</span> wise in <span class="unique_phrase">their <span class="unique_chapter"><span class="unique_word">craftiness</span></span></span>";
not_para	not_key	1 Corinthians	3	20	and <span class="unique_phrase"><span class="unique_chapter">again</span></span>, "<span class="unique_phrase">The Lord <span class="unique_chapter">knows</span></span> that the <span class="unique_chapter">thoughts</span> of the <span class="unique_phrase">wise are <span class="unique_chapter">futile</span></span>."
not_para	not_key	1 Corinthians	3	21	So <span class="unique_phrase"><span class="unique_chapter">then</span></span>, <span class="unique_phrase">no <span class="unique_chapter">more boasting about</span> human <span class="unique_chapter"><span class="unique_word">leaders</span></span></span>! <span class="unique_phrase">All things are</span> yours,
not_para	not_key	1 Corinthians	3	22	<span class="unique_phrase"><span class="unique_chapter">whether</span> Paul or Apollos or <span class="unique_chapter">Cephas</span> or</span> the <span class="unique_phrase">world or <span class="unique_chapter">life</span> or <span class="unique_chapter">death</span> or</span> the <span class="unique_phrase"><span class="unique_chapter">present</span> or the <span class="unique_chapter"><span class="unique_word">future</span></span></span>-<span class="unique_phrase">all are</span> yours,
not_para	not_key	1 Corinthians	3	23	and you are of Christ, <span class="unique_phrase">and Christ</span> is of God.
para	key	1 Corinthians	4	1	This, then, <span class="unique_phrase">is how you</span> <span class="unique_chapter">ought</span> <span class="unique_phrase">to <span class="unique_chapter">regard</span> us</span>: as <span class="unique_chapter">servants</span> of Christ and as <span class="unique_phrase">those <span class="unique_chapter"><span class="unique_word">entrusted</span></span> with the <span class="unique_chapter">mysteries</span> God</span> has <span class="unique_chapter">revealed</span>.
not_para	key	1 Corinthians	4	2	Now it <span class="unique_phrase">is <span class="unique_chapter"><span class="unique_word">required</span></span> that</span> those who have <span class="unique_phrase">been <span class="unique_chapter">given</span> a <span class="unique_chapter">trust must prove</span> faithful</span>.
not_para	not_key	1 Corinthians	4	3	<span class="unique_phrase">I <span class="unique_chapter">care</span> very <span class="unique_chapter">little</span> if</span> I <span class="unique_phrase">am <span class="unique_chapter">judged</span></span> by you <span class="unique_phrase">or by <span class="unique_chapter">any</span> human <span class="unique_chapter">court</span></span>; <span class="unique_phrase"><span class="unique_chapter">indeed</span></span>, <span class="unique_phrase">I</span> do not <span class="unique_phrase">even judge myself</span>.
